title,period,description
Backend Engineer,2022 — Present,Developed microservices for Qualcomm's car-to-cloud and bike-to-cloud projects.
Backend Engineer Intern,2022 — 2022,Worked on the Pension Management System with Java, Spring Boot, and microservices. 
